id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow,symbol,year_label
303,BHEL,Mar 2014,4512.0,-868.0,523.0,4167.0,3644.0,BHEL,Mar 2014
304,BHEL,Mar 2015,821.0,650.0,-3543.0,-2071.0,1471.0,BHEL,Mar 2015
305,BHEL,Mar 2016,374.0,23.0,-122.0,275.0,397.0,BHEL,Mar 2016
306,BHEL,Mar 2017,560.0,-565.0,-468.0,-473.0,-5.0,BHEL,Mar 2017
307,BHEL,Mar 2018,989.0,961.0,-667.0,1283.0,1950.0,BHEL,Mar 2018
308,BHEL,Mar 2019,-3860.0,1919.0,-32.0,-1973.0,-1941.0,BHEL,Mar 2019
309,BHEL,Mar 2020,-2892.0,1877.0,1622.0,608.0,-1015.0,BHEL,Mar 2020
310,BHEL,Mar 2021,560.0,-42.0,-394.0,123.0,518.0,BHEL,Mar 2021
311,BHEL,Mar 2022,660.0,-1118.0,-329.0,-787.0,-458.0,BHEL,Mar 2022
312,BHEL,Mar 2023,-741.0,1480.0,89.0,829.0,739.0,BHEL,Mar 2023
313,BHEL,Mar 2024,-3713.0,1331.0,2656.0,274.0,-2382.0,BHEL,Mar 2024
314,BOSCHLTD,Dec 2012,871.0,-824.0,-156.0,-108.0,47.0,BOSCHLTD,Dec 2012
315,BOSCHLTD,Dec 2013,1057.0,-846.0,-238.0,-27.0,211.0,BOSCHLTD,Dec 2013
316,BOSCHLTD,Mar 2015,1396.0,-1183.0,-237.0,-24.0,213.0,BOSCHLTD,Mar 2015
317,BOSCHLTD,Mar 2016,1318.0,-995.0,-356.0,-33.0,323.0,BOSCHLTD,Mar 2016
318,BOSCHLTD,Mar 2017,1457.0,1246.0,-2670.0,33.0,2703.0,BOSCHLTD,Mar 2017
319,BOSCHLTD,Mar 2018,1729.0,-1170.0,-325.0,234.0,559.0,BOSCHLTD,Mar 2018
320,BOSCHLTD,Mar 2019,593.0,1766.0,-2531.0,-172.0,2359.0,BOSCHLTD,Mar 2019
321,BOSCHLTD,Mar 2020,1336.0,-873.0,-399.0,64.0,463.0,BOSCHLTD,Mar 2020
322,BOSCHLTD,Mar 2021,835.0,-463.0,-338.0,34.0,372.0,BOSCHLTD,Mar 2021
323,BOSCHLTD,Mar 2022,271.0,-33.0,-383.0,-146.0,238.0,BOSCHLTD,Mar 2022
324,BOSCHLTD,Mar 2023,1214.0,262.0,-1239.0,236.0,1476.0,BOSCHLTD,Mar 2023
325,BOSCHLTD,Mar 2024,1253.0,283.0,-1452.0,84.0,1536.0,BOSCHLTD,Mar 2024
326,BPCL,Mar 2013,5926.0,-3604.0,-846.0,1476.0,2322.0,BPCL,Mar 2013
327,BPCL,Mar 2014,9588.0,-6881.0,-3736.0,-1029.0,2707.0,BPCL,Mar 2014
328,BPCL,Mar 2015,20742.0,-10536.0,-9792.0,414.0,10206.0,BPCL,Mar 2015
329,BPCL,Mar 2016,11119.0,-9233.0,-1332.0,555.0,1886.0,BPCL,Mar 2016
330,BPCL,Mar 2017,9041.0,-15274.0,4804.0,-1429.0,-6233.0,BPCL,Mar 2017
331,BPCL,Mar 2018,11068.0,-7066.0,-4218.0,-215.0,4002.0,BPCL,Mar 2018
332,BPCL,Mar 2019,10157.0,-10451.0,207.0,-87.0,-294.0,BPCL,Mar 2019
333,BPCL,Mar 2020,7881.0,-11135.0,3583.0,329.0,-3254.0,BPCL,Mar 2020
334,BPCL,Mar 2021,23455.0,-2474.0,-13981.0,7000.0,20981.0,BPCL,Mar 2021
335,BPCL,Mar 2022,20336.0,-8138.0,-17672.0,-5474.0,12198.0,BPCL,Mar 2022
336,BPCL,Mar 2023,12466.0,-7806.0,-4402.0,257.0,4660.0,BPCL,Mar 2023
337,BPCL,Mar 2024,35936.0,-10521.0,-25427.0,-12.0,25415.0,BPCL,Mar 2024
338,BRITANNIA,Mar 2013,320.0,28.0,-378.0,-30.0,348.0,BRITANNIA,Mar 2013
339,BRITANNIA,Mar 2014,671.0,-246.0,-357.0,68.0,425.0,BRITANNIA,Mar 2014
340,BRITANNIA,Mar 2015,584.0,-450.0,-181.0,-47.0,134.0,BRITANNIA,Mar 2015
341,BRITANNIA,Mar 2016,959.0,-705.0,-246.0,8.0,254.0,BRITANNIA,Mar 2016
342,BRITANNIA,Mar 2017,441.0,-150.0,-295.0,-4.0,291.0,BRITANNIA,Mar 2017
343,BRITANNIA,Mar 2018,1249.0,-957.0,-232.0,60.0,292.0,BRITANNIA,Mar 2018
344,BRITANNIA,Mar 2019,1156.0,-852.0,-353.0,-49.0,304.0,BRITANNIA,Mar 2019
345,BRITANNIA,Mar 2020,1485.0,-1526.0,58.0,17.0,-41.0,BRITANNIA,Mar 2020
346,BRITANNIA,Mar 2021,1876.0,433.0,-2242.0,66.0,2309.0,BRITANNIA,Mar 2021
347,BRITANNIA,Mar 2022,1300.0,914.0,-2246.0,-32.0,2214.0,BRITANNIA,Mar 2022
348,BRITANNIA,Mar 2023,2526.0,-1507.0,-1028.0,-9.0,1019.0,BRITANNIA,Mar 2023
349,BRITANNIA,Mar 2024,2573.0,477.0,-2830.0,219.0,3050.0,BRITANNIA,Mar 2024
350,CANBK,Mar 2013,8010.0,-435.0,-1043.0,6532.0,7575.0,CANBK,Mar 2013
351,CANBK,Mar 2014,14244.0,-380.0,-3771.0,10092.0,13864.0,CANBK,Mar 2014
352,CANBK,Mar 2015,6344.0,-1104.0,-1464.0,3776.0,5240.0,CANBK,Mar 2015
353,CANBK,Mar 2016,9346.0,-443.0,-806.0,8096.0,8903.0,CANBK,Mar 2016
354,CANBK,Mar 2017,2575.0,-476.0,124.0,2224.0,2099.0,CANBK,Mar 2017
355,CANBK,Mar 2018,-11120.0,-487.0,2865.0,-8743.0,-11607.0,CANBK,Mar 2018
356,CANBK,Mar 2019,18237.0,-745.0,-1185.0,16307.0,17492.0,CANBK,Mar 2019
357,CANBK,Mar 2020,-5289.0,-445.0,7792.0,2059.0,-5734.0,CANBK,Mar 2020
358,CANBK,Mar 2021,59118.0,-1116.0,290.0,58291.0,58002.0,CANBK,Mar 2021
359,CANBK,Mar 2022,919.0,-1429.0,4035.0,3525.0,-510.0,CANBK,Mar 2022
360,CANBK,Mar 2023,-39978.0,-1156.0,445.0,-40689.0,-41134.0,CANBK,Mar 2023
361,CANBK,Mar 2024,15046.0,-1750.0,-3834.0,9462.0,13296.0,CANBK,Mar 2024
362,CHOLAFIN,Mar 2013,-3754.0,5.0,4067.0,317.0,-3749.0,CHOLAFIN,Mar 2013
363,CHOLAFIN,Mar 2014,-2447.0,-83.0,2749.0,219.0,-2530.0,CHOLAFIN,Mar 2014
364,CHOLAFIN,Mar 2015,-2264.0,-40.0,1819.0,-485.0,-2304.0,CHOLAFIN,Mar 2015
365,CHOLAFIN,Mar 2016,-2809.0,-137.0,3031.0,85.0,-2946.0,CHOLAFIN,Mar 2016
366,CHOLAFIN,Mar 2017,-1468.0,-222.0,1692.0,2.0,-1690.0,CHOLAFIN,Mar 2017
367,CHOLAFIN,Mar 2018,-7926.0,-60.0,8009.0,22.0,-7986.0,CHOLAFIN,Mar 2018
368,CHOLAFIN,Mar 2019,-9317.0,-11.0,12191.0,2862.0,-9328.0,CHOLAFIN,Mar 2019
369,CHOLAFIN,Mar 2020,-2075.0,-54.0,2452.0,323.0,-2129.0,CHOLAFIN,Mar 2020
370,CHOLAFIN,Mar 2021,-8848.0,-1746.0,8707.0,-1888.0,-10594.0,CHOLAFIN,Mar 2021
371,CHOLAFIN,Mar 2022,-5571.0,1640.0,5150.0,1218.0,-3931.0,CHOLAFIN,Mar 2022
372,CHOLAFIN,Mar 2023,-27105.0,-2148.0,27466.0,-1787.0,-29253.0,CHOLAFIN,Mar 2023
373,CHOLAFIN,Mar 2024,-35683.0,-2855.0,38471.0,-66.0,-38538.0,CHOLAFIN,Mar 2024
374,CIPLA,Mar 2013,1398.0,-2063.0,718.0,53.0,-665.0,CIPLA,Mar 2013
375,CIPLA,Mar 2014,1563.0,-1265.0,-266.0,33.0,298.0,CIPLA,Mar 2014
376,CIPLA,Mar 2015,1173.0,-950.0,165.0,388.0,223.0,CIPLA,Mar 2015
377,CIPLA,Mar 2016,1741.0,-4533.0,3104.0,312.0,-2792.0,CIPLA,Mar 2016
378,CIPLA,Mar 2017,2382.0,-1304.0,-1326.0,-248.0,1078.0,CIPLA,Mar 2017
379,CIPLA,Mar 2018,1463.0,-834.0,-385.0,243.0,629.0,CIPLA,Mar 2018
380,CIPLA,Mar 2019,1691.0,-1688.0,-349.0,-345.0,3.0,CIPLA,Mar 2019
381,CIPLA,Mar 2020,3068.0,114.0,-2949.0,234.0,3182.0,CIPLA,Mar 2020
382,CIPLA,Mar 2021,3755.0,-2374.0,-1240.0,141.0,1381.0,CIPLA,Mar 2021
383,CIPLA,Mar 2022,3326.0,-1858.0,-1600.0,-132.0,1468.0,CIPLA,Mar 2022
384,CIPLA,Mar 2023,3238.0,-2376.0,-958.0,-97.0,862.0,CIPLA,Mar 2023
385,CIPLA,Mar 2024,4134.0,-2982.0,-1200.0,-49.0,1152.0,CIPLA,Mar 2024
386,COALINDIA,Mar 2013,9109.0,-1833.0,-7852.0,-575.0,7276.0,COALINDIA,Mar 2013
387,COALINDIA,Mar 2014,14525.0,8580.0,-25350.0,-2246.0,23105.0,COALINDIA,Mar 2014
388,COALINDIA,Mar 2015,14382.0,894.0,-15026.0,250.0,15276.0,COALINDIA,Mar 2015
389,COALINDIA,Mar 2016,13154.0,8154.0,-19587.0,1721.0,21308.0,COALINDIA,Mar 2016
390,COALINDIA,Mar 2017,16461.0,455.0,-17598.0,-682.0,16916.0,COALINDIA,Mar 2017
391,COALINDIA,Mar 2018,21115.0,-7747.0,-13564.0,-196.0,13368.0,COALINDIA,Mar 2018
392,COALINDIA,Mar 2019,16356.0,-7896.0,-10885.0,-2426.0,8460.0,COALINDIA,Mar 2019
393,COALINDIA,Mar 2020,4977.0,1033.0,-4791.0,1219.0,6010.0,COALINDIA,Mar 2020
394,COALINDIA,Mar 2021,10592.0,182.0,-8453.0,2321.0,10774.0,COALINDIA,Mar 2021
395,COALINDIA,Mar 2022,41107.0,-25715.0,-13441.0,1951.0,15392.0,COALINDIA,Mar 2022
396,COALINDIA,Mar 2023,35734.0,-23465.0,-13704.0,-1436.0,12269.0,COALINDIA,Mar 2023
397,COALINDIA,Mar 2024,18103.0,-4486.0,-13899.0,-282.0,13617.0,COALINDIA,Mar 2024
398,DABUR,Mar 2013,870.0,-622.0,-234.0,13.0,248.0,DABUR,Mar 2013
399,DABUR,Mar 2014,1098.0,-104.0,-804.0,190.0,994.0,DABUR,Mar 2014
400,DABUR,Mar 2015,1047.0,-876.0,-417.0,-245.0,171.0,DABUR,Mar 2015
401,DABUR,Mar 2016,1187.0,-730.0,-374.0,82.0,457.0,DABUR,Mar 2016
402,DABUR,Mar 2017,1227.0,-807.0,-339.0,81.0,420.0,DABUR,Mar 2017
403,DABUR,Mar 2018,1092.0,-541.0,-577.0,-27.0,551.0,DABUR,Mar 2018
404,DABUR,Mar 2019,1499.0,338.0,-1888.0,-51.0,1837.0,DABUR,Mar 2019
405,DABUR,Mar 2020,1614.0,-517.0,-1043.0,54.0,1097.0,DABUR,Mar 2020
406,DABUR,Mar 2021,2115.0,-1404.0,-613.0,97.0,711.0,DABUR,Mar 2021
407,DABUR,Mar 2022,1802.0,-1273.0,-490.0,38.0,529.0,DABUR,Mar 2022
408,DABUR,Mar 2023,1488.0,-583.0,-1035.0,-130.0,905.0,DABUR,Mar 2023
409,DABUR,Mar 2024,2013.0,-971.0,-1161.0,-119.0,1042.0,DABUR,Mar 2024
410,DIVISLAB,Mar 2013,480.0,-255.0,-231.0,-5.0,225.0,DIVISLAB,Mar 2013
411,DIVISLAB,Mar 2014,557.0,-305.0,-248.0,3.0,252.0,DIVISLAB,Mar 2014
412,DIVISLAB,Mar 2015,826.0,-521.0,-303.0,3.0,305.0,DIVISLAB,Mar 2015
413,DIVISLAB,Mar 2016,1038.0,-406.0,-631.0,0.0,632.0,DIVISLAB,Mar 2016
414,DIVISLAB,Mar 2017,1150.0,-1140.0,2.0,13.0,10.0,DIVISLAB,Mar 2017
415,DIVISLAB,Mar 2018,776.0,-478.0,-314.0,-17.0,298.0,DIVISLAB,Mar 2018
416,DIVISLAB,Mar 2019,954.0,-685.0,-246.0,23.0,269.0,DIVISLAB,Mar 2019
417,DIVISLAB,Mar 2020,1216.0,-83.0,-1091.0,41.0,1133.0,DIVISLAB,Mar 2020
418,DIVISLAB,Mar 2021,1947.0,75.0,-35.0,1987.0,2022.0,DIVISLAB,Mar 2021
419,DIVISLAB,Mar 2022,1912.0,-2195.0,-532.0,-816.0,-283.0,DIVISLAB,Mar 2022
420,DIVISLAB,Mar 2023,2459.0,-2707.0,-797.0,-1045.0,-248.0,DIVISLAB,Mar 2023
421,DIVISLAB,Mar 2024,1261.0,-269.0,-799.0,193.0,992.0,DIVISLAB,Mar 2024
422,DLF,Mar 2013,2009.0,1995.0,-3951.0,52.0,4004.0,DLF,Mar 2013
423,DLF,Mar 2014,1468.0,3924.0,-4532.0,860.0,5392.0,DLF,Mar 2014
424,DLF,Mar 2015,2037.0,98.0,-1547.0,588.0,2135.0,DLF,Mar 2015
425,DLF,Mar 2016,2957.0,-818.0,-1929.0,210.0,2139.0,DLF,Mar 2016
426,DLF,Mar 2017,-898.0,872.0,787.0,761.0,-26.0,DLF,Mar 2017
427,DLF,Mar 2018,270.0,-2102.0,-232.0,-2064.0,-1832.0,DLF,Mar 2018
428,DLF,Mar 2019,2043.0,3.0,875.0,2921.0,2046.0,DLF,Mar 2019
429,DLF,Mar 2020,356.0,6508.0,-9522.0,-2658.0,6864.0,DLF,Mar 2020
430,DLF,Mar 2021,1460.0,150.0,-2184.0,-573.0,1610.0,DLF,Mar 2021
431,DLF,Mar 2022,2832.0,267.0,-3828.0,-729.0,3099.0,DLF,Mar 2022
432,DLF,Mar 2023,2375.0,-461.0,-2013.0,-98.0,1914.0,DLF,Mar 2023
433,DLF,Mar 2024,2539.0,-1529.0,177.0,1186.0,1010.0,DLF,Mar 2024
434,DMART,Mar 2013,127.0,-231.0,118.0,14.0,-104.0,DMART,Mar 2013
435,DMART,Mar 2014,198.0,-270.0,65.0,-7.0,-72.0,DMART,Mar 2014
436,DMART,Mar 2015,222.0,-474.0,234.0,-17.0,-252.0,DMART,Mar 2015
437,DMART,Mar 2016,433.0,-633.0,196.0,-3.0,-200.0,DMART,Mar 2016
438,DMART,Mar 2017,455.0,-2482.0,2025.0,-1.0,-2027.0,DMART,Mar 2017
439,DMART,Mar 2018,730.0,464.0,-1159.0,34.0,1194.0,DMART,Mar 2018
440,DMART,Mar 2019,807.0,-958.0,209.0,57.0,-151.0,DMART,Mar 2019
441,DMART,Mar 2020,1280.0,-4657.0,3357.0,-19.0,-3377.0,DMART,Mar 2020
442,DMART,Mar 2021,1375.0,-1110.0,-180.0,86.0,265.0,DMART,Mar 2021
443,DMART,Mar 2022,1372.0,-1289.0,-179.0,-96.0,83.0,DMART,Mar 2022
444,DMART,Mar 2023,2630.0,-2313.0,-205.0,112.0,317.0,DMART,Mar 2023
445,DMART,Mar 2024,2746.0,-2468.0,-148.0,130.0,278.0,DMART,Mar 2024
446,DRREDDY,Mar 2013,1378.0,-1437.0,-157.0,-216.0,-59.0,DRREDDY,Mar 2013
447,DRREDDY,Mar 2014,1970.0,-1604.0,-24.0,342.0,366.0,DRREDDY,Mar 2014
448,DRREDDY,Mar 2015,2524.0,-2370.0,-433.0,-280.0,154.0,DRREDDY,Mar 2015
449,DRREDDY,Mar 2016,3263.0,-1610.0,-1700.0,-47.0,1653.0,DRREDDY,Mar 2016
450,DRREDDY,Mar 2017,2144.0,-1890.0,-369.0,-114.0,254.0,DRREDDY,Mar 2017
451,DRREDDY,Mar 2018,1803.0,-1483.0,-444.0,-124.0,320.0,DRREDDY,Mar 2018
452,DRREDDY,Mar 2019,2870.0,-769.0,-2133.0,-31.0,2101.0,DRREDDY,Mar 2019
453,DRREDDY,Mar 2020,2984.0,-495.0,-2516.0,-27.0,2489.0,DRREDDY,Mar 2020
454,DRREDDY,Mar 2021,3570.0,-2255.0,-30.0,1286.0,1315.0,DRREDDY,Mar 2021
455,DRREDDY,Mar 2022,2811.0,-2565.0,-242.0,3.0,246.0,DRREDDY,Mar 2022
456,DRREDDY,Mar 2023,5888.0,-4109.0,-2686.0,-907.0,1779.0,DRREDDY,Mar 2023
457,DRREDDY,Mar 2024,4543.0,-4034.0,-376.0,133.0,509.0,DRREDDY,Mar 2024
458,EICHERMOT,Dec 2012,496.0,-773.0,-111.0,-388.0,-277.0,EICHERMOT,Dec 2012
459,EICHERMOT,Dec 2013,716.0,-790.0,-47.0,-121.0,-74.0,EICHERMOT,Dec 2013
460,EICHERMOT,Dec 2014,1047.0,-1214.0,-162.0,-329.0,-167.0,EICHERMOT,Dec 2014
461,EICHERMOT,Mar 2016,1463.0,-1001.0,-466.0,-4.0,462.0,EICHERMOT,Mar 2016
462,EICHERMOT,Mar 2017,1708.0,-1744.0,25.0,-10.0,-36.0,EICHERMOT,Mar 2017
463,EICHERMOT,Mar 2018,2482.0,-2145.0,-262.0,75.0,337.0,EICHERMOT,Mar 2018
464,EICHERMOT,Mar 2019,1575.0,-660.0,-292.0,623.0,915.0,EICHERMOT,Mar 2019
465,EICHERMOT,Mar 2020,1694.0,-1508.0,-858.0,-673.0,186.0,EICHERMOT,Mar 2020
466,EICHERMOT,Mar 2021,1691.0,-1625.0,-15.0,51.0,66.0,EICHERMOT,Mar 2021
467,EICHERMOT,Mar 2022,1527.0,-983.0,-593.0,-50.0,544.0,EICHERMOT,Mar 2022
468,EICHERMOT,Mar 2023,2823.0,-2397.0,-417.0,8.0,426.0,EICHERMOT,Mar 2023
469,EICHERMOT,Mar 2024,3724.0,-2834.0,-844.0,45.0,890.0,EICHERMOT,Mar 2024
470,GAIL,Mar 2013,6603.0,-8626.0,3642.0,1618.0,-2023.0,GAIL,Mar 2013
471,GAIL,Mar 2014,4615.0,-4466.0,-3.0,146.0,149.0,GAIL,Mar 2014
472,GAIL,Mar 2015,4214.0,-2809.0,-3058.0,-1653.0,1405.0,GAIL,Mar 2015
473,GAIL,Mar 2016,3960.0,-904.0,-3028.0,29.0,3056.0,GAIL,Mar 2016
474,GAIL,Mar 2017,6024.0,-334.0,-5275.0,415.0,5690.0,GAIL,Mar 2017
475,GAIL,Mar 2018,8769.0,-2660.0,-5252.0,858.0,6109.0,GAIL,Mar 2018
476,GAIL,Mar 2019,7984.0,-5701.0,-3364.0,-1081.0,2283.0,GAIL,Mar 2019
477,GAIL,Mar 2020,8345.0,-8299.0,281.0,328.0,46.0,GAIL,Mar 2020
478,GAIL,Mar 2021,8993.0,-4640.0,-3471.0,882.0,4353.0,GAIL,Mar 2021
479,GAIL,Mar 2022,9420.0,-5490.0,-3917.0,13.0,3930.0,GAIL,Mar 2022
480,GAIL,Mar 2023,3205.0,-7453.0,2972.0,-1276.0,-4248.0,GAIL,Mar 2023
481,GAIL,Mar 2024,12586.0,-8226.0,-3457.0,902.0,4360.0,GAIL,Mar 2024
482,GODREJCP,Mar 2013,820.0,-865.0,282.0,237.0,-45.0,GODREJCP,Mar 2013
483,GODREJCP,Mar 2014,1116.0,-494.0,-620.0,1.0,622.0,GODREJCP,Mar 2014
484,GODREJCP,Mar 2015,1027.0,-1236.0,-12.0,-221.0,-209.0,GODREJCP,Mar 2015
485,GODREJCP,Mar 2016,847.0,-622.0,-202.0,23.0,225.0,GODREJCP,Mar 2016
486,GODREJCP,Mar 2017,1860.0,-2243.0,665.0,282.0,-383.0,GODREJCP,Mar 2017
487,GODREJCP,Mar 2018,1723.0,-336.0,-1384.0,3.0,1387.0,GODREJCP,Mar 2018
488,GODREJCP,Mar 2019,1729.0,274.0,-2039.0,-36.0,2003.0,GODREJCP,Mar 2019
489,GODREJCP,Mar 2020,1588.0,-552.0,-1295.0,-259.0,1036.0,GODREJCP,Mar 2020
490,GODREJCP,Mar 2021,2030.0,-292.0,-1816.0,-79.0,1738.0,GODREJCP,Mar 2021
491,GODREJCP,Mar 2022,1451.0,-844.0,-380.0,227.0,607.0,GODREJCP,Mar 2022
492,GODREJCP,Mar 2023,2151.0,-1754.0,-794.0,-398.0,397.0,GODREJCP,Mar 2023
493,GODREJCP,Mar 2024,2070.0,-3435.0,1406.0,41.0,-1365.0,GODREJCP,Mar 2024
494,GRASIM,Mar 2013,4242.0,-5687.0,1348.0,-97.0,-1445.0,GRASIM,Mar 2013
495,GRASIM,Mar 2014,3549.0,-2336.0,-1046.0,168.0,1213.0,GRASIM,Mar 2014
496,GRASIM,Mar 2015,4594.0,-2359.0,-2278.0,-42.0,2235.0,GRASIM,Mar 2015
497,GRASIM,Mar 2016,5868.0,-4515.0,-1365.0,-11.0,1353.0,GRASIM,Mar 2016
498,GRASIM,Mar 2017,7288.0,-3509.0,-3799.0,-20.0,3779.0,GRASIM,Mar 2017
499,GRASIM,Mar 2018,-4140.0,1546.0,3449.0,856.0,-2594.0,GRASIM,Mar 2018
500,GRASIM,Mar 2019,-1659.0,-2212.0,4158.0,287.0,-3871.0,GRASIM,Mar 2019
501,GRASIM,Mar 2020,16620.0,-11364.0,-3418.0,1838.0,5256.0,GRASIM,Mar 2020
502,GRASIM,Mar 2021,15075.0,-7146.0,-8003.0,-75.0,7929.0,GRASIM,Mar 2021
503,GRASIM,Mar 2022,7038.0,-1053.0,-6733.0,-748.0,5985.0,GRASIM,Mar 2022
504,GRASIM,Mar 2023,-12685.0,-13712.0,26469.0,72.0,-26397.0,GRASIM,Mar 2023
505,GRASIM,Mar 2024,-10719.0,-23114.0,33908.0,75.0,-33833.0,GRASIM,Mar 2024
506,HAL,Mar 2017,-423.0,3021.0,-164.0,2433.0,2598.0,HAL,Mar 2017
507,HAL,Mar 2018,-734.0,594.0,-2540.0,-2680.0,-140.0,HAL,Mar 2018
508,HAL,Mar 2019,-7694.0,5292.0,2321.0,-80.0,-2402.0,HAL,Mar 2019
509,HAL,Mar 2020,1537.0,-1334.0,64.0,266.0,203.0,HAL,Mar 2020
510,HAL,Mar 2021,15124.0,-1190.0,-7070.0,6864.0,13934.0,HAL,Mar 2021
511,HAL,Mar 2022,10180.0,-12789.0,-1464.0,-4072.0,-2609.0,HAL,Mar 2022
512,HAL,Mar 2023,8836.0,-5734.0,-1731.0,1370.0,3102.0,HAL,Mar 2023
513,HAL,Mar 2024,8226.0,-6412.0,-1999.0,-185.0,1814.0,HAL,Mar 2024
514,HAVELLS,Mar 2013,638.0,-144.0,-252.0,242.0,494.0,HAVELLS,Mar 2013
515,HAVELLS,Mar 2014,868.0,-376.0,-310.0,183.0,492.0,HAVELLS,Mar 2014
516,HAVELLS,Mar 2015,963.0,-485.0,-754.0,-277.0,478.0,HAVELLS,Mar 2015
517,HAVELLS,Mar 2016,513.0,-121.0,-621.0,-229.0,392.0,HAVELLS,Mar 2016
518,HAVELLS,Mar 2017,767.0,-220.0,-98.0,450.0,547.0,HAVELLS,Mar 2017
519,HAVELLS,Mar 2018,1100.0,-946.0,-409.0,-255.0,154.0,HAVELLS,Mar 2018
520,HAVELLS,Mar 2019,501.0,185.0,-318.0,368.0,686.0,HAVELLS,Mar 2019
521,HAVELLS,Mar 2020,827.0,-548.0,-716.0,-437.0,279.0,HAVELLS,Mar 2020
522,HAVELLS,Mar 2021,660.0,-763.0,190.0,87.0,-103.0,HAVELLS,Mar 2021
523,HAVELLS,Mar 2022,1728.0,-759.0,-547.0,421.0,969.0,HAVELLS,Mar 2022
524,HAVELLS,Mar 2023,565.0,31.0,-907.0,-311.0,596.0,HAVELLS,Mar 2023
525,HAVELLS,Mar 2024,1953.0,-1618.0,-534.0,-199.0,335.0,HAVELLS,Mar 2024
526,HCLTECH,Jun 2013,4492.0,-2361.0,-2086.0,44.0,2131.0,HCLTECH,Jun 2013
527,HCLTECH,Jun 2014,6457.0,-4842.0,-1308.0,307.0,1615.0,HCLTECH,Jun 2014
528,HCLTECH,Jun 2015,5539.0,-2088.0,-3140.0,311.0,3451.0,HCLTECH,Jun 2015
529,HCLTECH,Mar 2016,3823.0,-2208.0,-2237.0,-623.0,1615.0,HCLTECH,Mar 2016
530,HCLTECH,Mar 2017,8995.0,-3890.0,-4517.0,588.0,5105.0,HCLTECH,Mar 2017
531,HCLTECH,Mar 2018,8328.0,-2236.0,-5714.0,378.0,6092.0,HCLTECH,Mar 2018
532,HCLTECH,Mar 2019,8971.0,-3256.0,-1471.0,4244.0,5715.0,HCLTECH,Mar 2019
533,HCLTECH,Mar 2020,13359.0,-12332.0,-3168.0,-2141.0,1027.0,HCLTECH,Mar 2020
534,HCLTECH,Mar 2021,19618.0,-5665.0,-11192.0,2761.0,13953.0,HCLTECH,Mar 2021
535,HCLTECH,Mar 2022,16900.0,1597.0,-14508.0,3989.0,18497.0,HCLTECH,Mar 2022
536,HCLTECH,Mar 2023,18009.0,-3573.0,-15881.0,-1445.0,14436.0,HCLTECH,Mar 2023
537,HCLTECH,Mar 2024,22448.0,-6608.0,-15464.0,376.0,15840.0,HCLTECH,Mar 2024
538,HDFCBANK,Mar 2013,-5847.0,-902.0,13105.0,6356.0,-6749.0,HDFCBANK,Mar 2013
539,HDFCBANK,Mar 2014,4211.0,-1099.0,9270.0,12382.0,3112.0,HDFCBANK,Mar 2014
540,HDFCBANK,Mar 2015,-21281.0,-800.0,18694.0,-3387.0,-22081.0,HDFCBANK,Mar 2015
541,HDFCBANK,Mar 2016,-34435.0,-837.0,37815.0,2542.0,-35272.0,HDFCBANK,Mar 2016
542,HDFCBANK,Mar 2017,17282.0,-1146.0,-5893.0,10242.0,16136.0,HDFCBANK,Mar 2017
543,HDFCBANK,Mar 2018,17214.0,-842.0,57378.0,73750.0,16372.0,HDFCBANK,Mar 2018
544,HDFCBANK,Mar 2019,-62872.0,-1503.0,23131.0,-41244.0,-64375.0,HDFCBANK,Mar 2019
545,HDFCBANK,Mar 2020,-16869.0,-1403.0,24394.0,6122.0,-18272.0,HDFCBANK,Mar 2020
546,HDFCBANK,Mar 2021,42476.0,-1823.0,-7321.0,33332.0,40653.0,HDFCBANK,Mar 2021
547,HDFCBANK,Mar 2022,-11960.0,-2051.0,48124.0,34113.0,-14011.0,HDFCBANK,Mar 2022
548,HDFCBANK,Mar 2023,20814.0,-2992.0,23941.0,41762.0,17822.0,HDFCBANK,Mar 2023
549,HDFCBANK,Mar 2024,19069.0,16600.0,-3983.0,31687.0,35669.0,HDFCBANK,Mar 2024
552,HDFCLIFE,Mar 2015,4459.0,-3514.0,-168.0,777.0,945.0,HDFCLIFE,Mar 2015
553,HDFCLIFE,Mar 2016,5687.0,-3962.0,-212.0,1513.0,1725.0,HDFCLIFE,Mar 2016
554,HDFCLIFE,Mar 2017,6230.0,-5177.0,-236.0,817.0,1053.0,HDFCLIFE,Mar 2017
555,HDFCLIFE,Mar 2018,6739.0,-4421.0,-196.0,2122.0,2318.0,HDFCLIFE,Mar 2018
556,HDFCLIFE,Mar 2019,9868.0,-10182.0,-337.0,-651.0,-314.0,HDFCLIFE,Mar 2019
557,HDFCLIFE,Mar 2020,7388.0,-7789.0,38.0,-364.0,-401.0,HDFCLIFE,Mar 2020
558,HDFCLIFE,Mar 2021,9703.0,-8952.0,678.0,1429.0,751.0,HDFCLIFE,Mar 2021
559,HDFCLIFE,Mar 2022,5943.0,-801.0,-238.0,4904.0,5142.0,HDFCLIFE,Mar 2022
560,HDFCLIFE,Mar 2023,6883.0,-10071.0,1985.0,-1203.0,-3188.0,HDFCLIFE,Mar 2023
561,HDFCLIFE,Mar 2024,10721.0,-13614.0,-403.0,-3296.0,-2893.0,HDFCLIFE,Mar 2024
